Date,Store Location,Product Category,Units Sold,Sales Amount,Promotions/Discounts,Day Type
2023-11-16,Delhi,Furniture,16,53296,1,Weekday
2023-11-16,Delhi,Cosmetics,29,12731,0,Weekday
2023-11-16,Mumbai,Electronics,26,23218,0,Weekday
2023-11-16,Mumbai,Clothing,33,13134,1,Weekday
2023-11-16,Mumbai,Groceries,76,11932,0,Weekday
2023-11-16,Mumbai,Furniture,10,17290,0,Weekday
2023-11-16,Mumbai,Cosmetics,31,16058,0,Weekday
2023-11-16,Bangalore,Electronics,33,43857,1,Weekday
2023-11-16,Bangalore,Clothing,48,14448,1,Weekday
2023-11-16,Bangalore,Groceries,91,16380,1,Weekday
2023-11-16,Bangalore,Furniture,12,20484,0,Weekday
2023-11-16,Bangalore,Cosmetics,40,6360,1,Weekday
2023-11-16,Hyderabad,Electronics,20,46400,0,Weekday
2023-11-16,Hyderabad,Clothing,36,41076,0,Weekday
2023-11-16,Hyderabad,Groceries,89,7565,1,Weekday
2023-11-16,Hyderabad,Furniture,12,29064,0,Weekday
2023-11-16,Hyderabad,Cosmetics,37,23014,1,Weekday
2023-11-17,Kolkata,Electronics,22,49808,0,Weekday
2023-11-17,Kolkata,Clothing,45,24480,0,Weekday
2023-11-17,Kolkata,Groceries,58,3422,1,Weekday
2023-11-17,Kolkata,Furniture,11,27236,0,Weekday
2023-11-17,Kolkata,Cosmetics,20,14420,0,Weekday
2023-11-17,Delhi,Electronics,24,20736,1,Weekday
2023-11-17,Delhi,Clothing,53,55120,1,Weekday
2023-11-17,Delhi,Groceries,88,6424,0,Weekday
2023-11-17,Delhi,Furniture,10,34280,0,Weekday
2023-11-17,Delhi,Cosmetics,28,6944,0,Weekday
2023-11-17,Mumbai,Electronics,30,24810,1,Weekday
2023-11-17,Mumbai,Clothing,44,34760,1,Weekday
2023-11-17,Mumbai,Groceries,66,6930,0,Weekday
2023-11-17,Mumbai,Furniture,15,85755,1,Weekday
2023-11-17,Mumbai,Cosmetics,28,16352,0,Weekday
2023-11-17,Bangalore,Electronics,29,47821,1,Weekday
2023-11-17,Bangalore,Clothing,46,42642,0,Weekday
2023-11-17,Bangalore,Groceries,81,6804,0,Weekday
2023-11-17,Bangalore,Furniture,13,51688,0,Weekday
2023-11-17,Bangalore,Cosmetics,24,18696,0,Weekday
2023-11-17,Hyderabad,Electronics,28,27076,0,Weekday
2023-11-17,Hyderabad,Clothing,50,51300,0,Weekday
2023-11-17,Hyderabad,Groceries,88,15576,0,Weekday
2023-11-17,Hyderabad,Furniture,13,29081,0,Weekday
2023-11-17,Hyderabad,Cosmetics,37,8806,1,Weekday
2023-11-18,Kolkata,Electronics,25,26850,0,Weekend
2023-11-18,Kolkata,Clothing,39,12051,1,Weekend
2023-11-18,Kolkata,Groceries,88,8272,0,Weekend
2023-11-18,Kolkata,Furniture,13,63882,0,Weekend
2023-11-18,Kolkata,Cosmetics,36,6876,1,Weekend
2023-11-18,Delhi,Electronics,25,28150,1,Weekend
2023-11-18,Delhi,Clothing,44,25476,1,Weekend
2023-11-18,Delhi,Groceries,79,9401,0,Weekend
2023-11-18,Delhi,Furniture,11,61974,1,Weekend
2023-11-18,Delhi,Cosmetics,48,38016,1,Weekend
2023-11-18,Mumbai,Electronics,36,31212,1,Weekend
2023-11-18,Mumbai,Clothing,50,17050,0,Weekend
2023-11-18,Mumbai,Groceries,90,9540,1,Weekend
2023-11-18,Mumbai,Furniture,8,39304,0,Weekend
2023-11-18,Mumbai,Cosmetics,29,12209,0,Weekend
2023-11-18,Bangalore,Electronics,31,31186,1,Weekend
2023-11-18,Bangalore,Clothing,47,34028,0,Weekend
2023-11-18,Bangalore,Groceries,78,12714,0,Weekend
2023-11-18,Bangalore,Furniture,13,63063,0,Weekend
2023-11-18,Bangalore,Cosmetics,31,7936,0,Weekend
2023-11-18,Hyderabad,Electronics,32,65760,1,Weekend
2023-11-18,Hyderabad,Clothing,45,31995,0,Weekend
2023-11-18,Hyderabad,Groceries,100,5800,1,Weekend
2023-11-18,Hyderabad,Furniture,13,34567,1,Weekend
2023-11-18,Hyderabad,Cosmetics,26,14222,0,Weekend
2023-11-19,Kolkata,Electronics,41,64903,1,Weekend
2023-11-19,Kolkata,Clothing,37,28194,0,Weekend
2023-11-19,Kolkata,Groceries,73,10658,1,Weekend
2023-11-19,Kolkata,Furniture,15,46290,1,Weekend
2023-11-19,Kolkata,Cosmetics,34,26452,1,Weekend
2023-11-19,Delhi,Electronics,22,28842,0,Weekend
2023-11-19,Delhi,Clothing,42,33642,1,Weekend
2023-11-19,Delhi,Groceries,63,4032,0,Weekend
2023-11-19,Delhi,Furniture,15,68535,1,Weekend
2023-11-19,Delhi,Cosmetics,31,7688,1,Weekend
2023-11-19,Mumbai,Electronics,18,18180,0,Weekend
2023-11-19,Mumbai,Clothing,48,19920,0,Weekend
2023-11-19,Mumbai,Groceries,60,4320,0,Weekend
2023-11-19,Mumbai,Furniture,17,99909,1,Weekend
2023-11-19,Mumbai,Cosmetics,33,16764,1,Weekend
2023-11-19,Bangalore,Electronics,24,32568,1,Weekend
2023-11-19,Bangalore,Clothing,51,21777,0,Weekend
2023-11-19,Bangalore,Groceries,60,11880,0,Weekend
2023-11-19,Bangalore,Furniture,12,20688,0,Weekend
2023-11-19,Bangalore,Cosmetics,31,14353,1,Weekend
2023-11-19,Hyderabad,Electronics,26,62166,0,Weekend
2023-11-19,Hyderabad,Clothing,37,27824,0,Weekend
2023-11-19,Hyderabad,Groceries,71,11928,0,Weekend
2023-11-19,Hyderabad,Furniture,13,21450,0,Weekend
2023-11-19,Hyderabad,Cosmetics,37,15392,1,Weekend
2023-11-20,Kolkata,Electronics,28,26488,0,Weekday
2023-11-20,Kolkata,Clothing,37,13690,0,Weekday
2023-11-20,Kolkata,Groceries,66,9702,0,Weekday
2023-11-20,Kolkata,Furniture,15,64260,0,Weekday
2023-11-20,Kolkata,Cosmetics,43,20597,1,Weekday
2023-11-20,Delhi,Electronics,24,47904,0,Weekday
2023-11-20,Delhi,Clothing,52,42224,0,Weekday
2023-11-20,Delhi,Groceries,87,16356,0,Weekday
2023-11-20,Delhi,Furniture,12,39264,0,Weekday
2023-11-20,Delhi,Cosmetics,46,35374,1,Weekday
2023-11-20,Mumbai,Electronics,29,58609,1,Weekday
2023-11-20,Mumbai,Clothing,43,28767,0,Weekday
2023-11-20,Mumbai,Groceries,90,17460,0,Weekday
2023-11-20,Mumbai,Furniture,11,42944,0,Weekday
2023-11-20,Mumbai,Cosmetics,29,6438,0,Weekday
2023-11-20,Bangalore,Electronics,23,34109,0,Weekday
2023-11-20,Bangalore,Clothing,46,53360,0,Weekday
2023-11-20,Bangalore,Groceries,84,5796,0,Weekday
2023-11-20,Bangalore,Furniture,14,74284,1,Weekday
2023-11-20,Bangalore,Cosmetics,32,24640,0,Weekday
2023-11-20,Hyderabad,Electronics,25,33525,0,Weekday
2023-11-20,Hyderabad,Clothing,31,22878,0,Weekday
2023-11-20,Hyderabad,Groceries,75,6825,0,Weekday
2023-11-20,Hyderabad,Furniture,9,42507,0,Weekday
2023-11-20,Hyderabad,Cosmetics,32,14432,0,Weekday
2023-11-21,Kolkata,Electronics,30,55650,1,Weekday
2023-11-21,Kolkata,Clothing,45,31455,0,Weekday
2023-11-21,Kolkata,Groceries,67,10251,0,Weekday
2023-11-21,Kolkata,Furniture,11,41965,0,Weekday
2023-11-21,Kolkata,Cosmetics,36,23112,1,Weekday
2023-11-21,Delhi,Electronics,25,33000,1,Weekday
2023-11-21,Delhi,Clothing,49,51156,0,Weekday
2023-11-21,Delhi,Groceries,55,8030,0,Weekday
2023-11-21,Delhi,Furniture,12,20436,0,Weekday
2023-11-21,Delhi,Cosmetics,21,12873,0,Weekday
2023-11-21,Mumbai,Electronics,28,27496,0,Weekday
2023-11-21,Mumbai,Clothing,46,37306,1,Weekday
2023-11-21,Mumbai,Groceries,72,3960,0,Weekday
2023-11-21,Mumbai,Furniture,15,51165,1,Weekday
2023-11-21,Mumbai,Cosmetics,30,18720,0,Weekday
2023-11-21,Bangalore,Electronics,27,35154,1,Weekday
2023-11-21,Bangalore,Clothing,36,26064,0,Weekday
2023-11-21,Bangalore,Groceries,70,9100,0,Weekday
2023-11-21,Bangalore,Furniture,15,86250,1,Weekday
2023-11-21,Bangalore,Cosmetics,31,18042,0,Weekday
2023-11-21,Hyderabad,Electronics,27,34830,1,Weekday
2023-11-21,Hyderabad,Clothing,43,27391,0,Weekday
2023-11-21,Hyderabad,Groceries,69,13731,0,Weekday
2023-11-21,Hyderabad,Furniture,12,36180,0,Weekday
2023-11-21,Hyderabad,Cosmetics,35,6860,0,Weekday
2023-11-22,Kolkata,Electronics,23,22218,0,Weekday
2023-11-22,Kolkata,Clothing,49,39886,0,Weekday
2023-11-22,Kolkata,Groceries,65,3315,0,Weekday
2023-11-22,Kolkata,Furniture,15,53685,1,Weekday
2023-11-22,Kolkata,Cosmetics,25,4400,1,Weekday
2023-11-22,Delhi,Electronics,32,74528,1,Weekday
2023-11-22,Delhi,Clothing,43,27606,0,Weekday
2023-11-22,Delhi,Groceries,82,9348,0,Weekday
2023-11-22,Delhi,Furniture,14,35210,1,Weekday
2023-11-22,Delhi,Cosmetics,30,21270,0,Weekday
2023-11-22,Mumbai,Electronics,23,26795,0,Weekday
2023-11-22,Mumbai,Clothing,69,81144,1,Weekday
2023-11-22,Mumbai,Groceries,62,9362,0,Weekday
2023-11-22,Mumbai,Furniture,15,60150,1,Weekday
2023-11-22,Mumbai,Cosmetics,37,29267,1,Weekday
2023-11-22,Bangalore,Electronics,17,38811,0,Weekday
2023-11-22,Bangalore,Clothing,50,47650,0,Weekday
2023-11-22,Bangalore,Groceries,74,9176,0,Weekday
2023-11-22,Bangalore,Furniture,14,82936,0,Weekday
2023-11-22,Bangalore,Cosmetics,28,6888,0,Weekday
2023-11-22,Hyderabad,Electronics,21,50631,0,Weekday
2023-11-22,Hyderabad,Clothing,45,32580,0,Weekday
2023-11-22,Hyderabad,Groceries,68,10948,0,Weekday
2023-11-22,Hyderabad,Furniture,13,42302,0,Weekday
2023-11-22,Hyderabad,Cosmetics,32,14528,0,Weekday
2023-11-23,Kolkata,Electronics,27,32697,0,Weekday
2023-11-23,Kolkata,Clothing,48,54096,0,Weekday
2023-11-23,Kolkata,Groceries,68,9248,0,Weekday
2023-11-23,Kolkata,Furniture,15,65400,0,Weekday
2023-11-23,Kolkata,Cosmetics,35,12250,1,Weekday
2023-11-23,Delhi,Electronics,19,44061,0,Weekday
2023-11-23,Delhi,Clothing,51,18768,0,Weekday
2023-11-23,Delhi,Groceries,88,13728,1,Weekday
2023-11-23,Delhi,Furniture,10,42790,0,Weekday
2023-11-23,Delhi,Cosmetics,27,6534,1,Weekday
2023-11-23,Mumbai,Electronics,28,47740,1,Weekday
2023-11-23,Mumbai,Clothing,32,24480,0,Weekday
2023-11-23,Mumbai,Groceries,95,11590,0,Weekday
2023-11-23,Mumbai,Furniture,10,56200,0,Weekday
2023-11-23,Mumbai,Cosmetics,27,16713,0,Weekday
2023-11-23,Bangalore,Electronics,18,24894,0,Weekday
2023-11-23,Bangalore,Clothing,48,54576,1,Weekday
2023-11-23,Bangalore,Groceries,83,4150,0,Weekday
2023-11-23,Bangalore,Furniture,13,63505,0,Weekday
2023-11-23,Bangalore,Cosmetics,39,22230,0,Weekday
2023-11-23,Hyderabad,Electronics,16,16944,0,Weekday
2023-11-23,Hyderabad,Clothing,36,12672,0,Weekday
2023-11-23,Hyderabad,Groceries,68,6052,0,Weekday
2023-11-23,Hyderabad,Furniture,15,71100,0,Weekday
2023-11-23,Hyderabad,Cosmetics,32,7648,1,Weekday
2023-11-24,Kolkata,Electronics,26,49530,1,Weekday
2023-11-24,Kolkata,Clothing,37,43771,0,Weekday
2023-11-24,Kolkata,Groceries,63,4473,0,Weekday
2023-11-24,Kolkata,Furniture,14,69706,0,Weekday
2023-11-24,Kolkata,Cosmetics,33,25047,0,Weekday
2023-11-24,Delhi,Electronics,25,31450,0,Weekday
2023-11-24,Delhi,Clothing,40,28280,0,Weekday
2023-11-24,Delhi,Groceries,91,7280,0,Weekday
2023-11-24,Delhi,Furniture,9,39357,0,Weekday
2023-11-24,Delhi,Cosmetics,37,15022,0,Weekday
2023-11-24,Mumbai,Electronics,26,59644,0,Weekday
2023-11-24,Mumbai,Clothing,36,24408,0,Weekday
2023-11-24,Mumbai,Groceries,59,6785,0,Weekday
2023-11-24,Mumbai,Furniture,15,50790,1,Weekday
2023-11-24,Mumbai,Cosmetics,30,14310,0,Weekday
2023-11-24,Bangalore,Electronics,27,23652,0,Weekday
2023-11-24,Bangalore,Clothing,39,32955,0,Weekday
2023-11-24,Bangalore,Groceries,95,11020,0,Weekday
2023-11-24,Bangalore,Furniture,14,58366,0,Weekday
2023-11-24,Bangalore,Cosmetics,34,25194,0,Weekday
2023-11-24,Hyderabad,Electronics,33,66825,1,Weekday
2023-11-24,Hyderabad,Clothing,36,13644,0,Weekday
2023-11-24,Hyderabad,Groceries,81,14499,0,Weekday
2023-11-24,Hyderabad,Furniture,12,50772,0,Weekday
2023-11-24,Hyderabad,Cosmetics,23,4876,0,Weekday
2023-11-25,Kolkata,Electronics,36,34704,1,Weekend
2023-11-25,Kolkata,Clothing,43,41022,1,Weekend
2023-11-25,Kolkata,Groceries,78,5616,0,Weekend
2023-11-25,Kolkata,Furniture,9,19710,0,Weekend
2023-11-25,Kolkata,Cosmetics,34,16354,1,Weekend
2023-11-25,Delhi,Electronics,35,71960,1,Weekend
2023-11-25,Delhi,Clothing,62,62620,1,Weekend
2023-11-25,Delhi,Groceries,68,3536,0,Weekend
2023-11-25,Delhi,Furniture,12,33552,1,Weekend
2023-11-25,Delhi,Cosmetics,40,24760,1,Weekend
2023-11-25,Mumbai,Electronics,35,35945,1,Weekend
2023-11-25,Mumbai,Clothing,39,27573,0,Weekend
2023-11-25,Mumbai,Groceries,87,16356,0,Weekend
2023-11-25,Mumbai,Furniture,10,54980,0,Weekend
2023-11-25,Mumbai,Cosmetics,38,14098,1,Weekend
2023-11-25,Bangalore,Electronics,26,29302,0,Weekend
2023-11-25,Bangalore,Clothing,43,23048,0,Weekend
2023-11-25,Bangalore,Groceries,61,4209,0,Weekend
2023-11-25,Bangalore,Furniture,13,73346,0,Weekend
2023-11-25,Bangalore,Cosmetics,32,13856,0,Weekend
2023-11-25,Hyderabad,Electronics,24,50064,0,Weekend
2023-11-25,Hyderabad,Clothing,43,26574,0,Weekend
2023-11-25,Hyderabad,Groceries,75,14175,1,Weekend
2023-11-25,Hyderabad,Furniture,11,33330,1,Weekend
2023-11-25,Hyderabad,Cosmetics,29,19459,1,Weekend
2023-11-26,Kolkata,Electronics,23,39721,0,Weekend
2023-11-26,Kolkata,Clothing,54,49896,0,Weekend
2023-11-26,Kolkata,Groceries,101,7070,1,Weekend
2023-11-26,Kolkata,Furniture,13,61997,0,Weekend
2023-11-26,Kolkata,Cosmetics,34,5338,0,Weekend
2023-11-26,Delhi,Electronics,43,94686,1,Weekend
2023-11-26,Delhi,Clothing,52,31148,1,Weekend
2023-11-26,Delhi,Groceries,98,16856,1,Weekend
2023-11-26,Delhi,Furniture,12,69732,0,Weekend
2023-11-26,Delhi,Cosmetics,22,9350,0,Weekend
2023-11-26,Mumbai,Electronics,28,66444,1,Weekend
2023-11-26,Mumbai,Clothing,45,38430,0,Weekend
2023-11-26,Mumbai,Groceries,65,10790,1,Weekend
2023-11-26,Mumbai,Furniture,12,69012,0,Weekend
2023-11-26,Mumbai,Cosmetics,36,18756,0,Weekend
2023-11-26,Bangalore,Electronics,24,37224,0,Weekend
2023-11-26,Bangalore,Clothing,47,49303,0,Weekend
2023-11-26,Bangalore,Groceries,80,12400,0,Weekend
2023-11-26,Bangalore,Furniture,20,105140,1,Weekend
2023-11-26,Bangalore,Cosmetics,25,15200,0,Weekend
2023-11-26,Hyderabad,Electronics,23,54303,0,Weekend
2023-11-26,Hyderabad,Clothing,49,17640,0,Weekend
2023-11-26,Hyderabad,Groceries,91,8099,0,Weekend
2023-11-26,Hyderabad,Furniture,12,38088,0,Weekend
2023-11-26,Hyderabad,Cosmetics,32,6144,1,Weekend
2023-11-27,Kolkata,Electronics,25,57350,0,Weekday
2023-11-27,Kolkata,Clothing,31,32891,0,Weekday
2023-11-27,Kolkata,Groceries,66,3498,0,Weekday
2023-11-27,Kolkata,Furniture,18,95094,0,Weekday
2023-11-27,Kolkata,Cosmetics,27,6183,0,Weekday
2023-11-27,Delhi,Electronics,26,36530,1,Weekday
2023-11-27,Delhi,Clothing,46,24012,0,Weekday
2023-11-27,Delhi,Groceries,71,6177,0,Weekday
2023-11-27,Delhi,Furniture,16,92384,0,Weekday
2023-11-27,Delhi,Cosmetics,32,13088,0,Weekday
2023-11-27,Mumbai,Electronics,27,62613,1,Weekday
2023-11-27,Mumbai,Clothing,31,15810,1,Weekday
2023-11-27,Mumbai,Groceries,54,6264,0,Weekday
2023-11-27,Mumbai,Furniture,18,92070,1,Weekday
2023-11-27,Mumbai,Cosmetics,32,16192,1,Weekday
2023-11-27,Bangalore,Electronics,18,43668,0,Weekday
2023-11-27,Bangalore,Clothing,55,23210,0,Weekday
2023-11-27,Bangalore,Groceries,95,18525,0,Weekday
2023-11-27,Bangalore,Furniture,16,59520,0,Weekday
2023-11-27,Bangalore,Cosmetics,31,5797,0,Weekday
2023-11-27,Hyderabad,Electronics,29,23345,1,Weekday
2023-11-27,Hyderabad,Clothing,38,40128,0,Weekday
2023-11-27,Hyderabad,Groceries,66,10296,0,Weekday
2023-11-27,Hyderabad,Furniture,17,87533,1,Weekday
2023-11-27,Hyderabad,Cosmetics,38,15922,0,Weekday
2023-11-28,Kolkata,Electronics,27,55593,0,Weekday
2023-11-28,Kolkata,Clothing,43,32981,1,Weekday
2023-11-28,Kolkata,Groceries,89,6586,0,Weekday
2023-11-28,Kolkata,Furniture,11,35794,0,Weekday
2023-11-28,Kolkata,Cosmetics,36,25812,0,Weekday
2023-11-28,Delhi,Electronics,25,39750,0,Weekday
2023-11-28,Delhi,Clothing,62,27218,0,Weekday
2023-11-28,Delhi,Groceries,72,14256,0,Weekday
2023-11-28,Delhi,Furniture,14,39956,0,Weekday
2023-11-28,Delhi,Cosmetics,28,21840,0,Weekday
2023-11-28,Mumbai,Electronics,30,49800,1,Weekday
2023-11-28,Mumbai,Clothing,36,37332,0,Weekday
2023-11-28,Mumbai,Groceries,63,10773,0,Weekday
2023-11-28,Mumbai,Furniture,11,60819,0,Weekday
2023-11-28,Mumbai,Cosmetics,35,21280,0,Weekday
2023-11-28,Bangalore,Electronics,38,65512,1,Weekday
2023-11-28,Bangalore,Clothing,48,19824,0,Weekday
2023-11-28,Bangalore,Groceries,86,5504,0,Weekday
2023-11-28,Bangalore,Furniture,10,51170,1,Weekday
2023-11-28,Bangalore,Cosmetics,38,19836,0,Weekday
2023-11-28,Hyderabad,Electronics,23,36616,0,Weekday
2023-11-28,Hyderabad,Clothing,41,43460,0,Weekday
2023-11-28,Hyderabad,Groceries,94,15698,1,Weekday
2023-11-28,Hyderabad,Furniture,12,66636,0,Weekday
2023-11-28,Hyderabad,Cosmetics,26,15366,0,Weekday
2023-11-29,Kolkata,Electronics,22,38720,0,Weekday
2023-11-29,Kolkata,Clothing,56,49168,1,Weekday
2023-11-29,Kolkata,Groceries,71,14129,0,Weekday
2023-11-29,Kolkata,Furniture,14,82152,0,Weekday
2023-11-29,Kolkata,Cosmetics,37,24642,1,Weekday
2023-11-29,Delhi,Electronics,29,25056,1,Weekday
2023-11-29,Delhi,Clothing,40,12600,0,Weekday
2023-11-29,Delhi,Groceries,64,4864,0,Weekday
2023-11-29,Delhi,Furniture,12,70200,0,Weekday
2023-11-29,Delhi,Cosmetics,35,6335,1,Weekday
2023-11-29,Mumbai,Electronics,22,39974,0,Weekday
2023-11-29,Mumbai,Clothing,36,22284,0,Weekday
2023-11-29,Mumbai,Groceries,87,17226,0,Weekday
2023-11-29,Mumbai,Furniture,13,23985,0,Weekday
2023-11-29,Mumbai,Cosmetics,34,20706,0,Weekday
2023-11-29,Bangalore,Electronics,17,22712,0,Weekday
2023-11-29,Bangalore,Clothing,48,54576,0,Weekday
2023-11-29,Bangalore,Groceries,77,4081,0,Weekday
2023-11-29,Bangalore,Furniture,10,20780,0,Weekday
2023-11-29,Bangalore,Cosmetics,29,5365,0,Weekday
2023-11-29,Hyderabad,Electronics,31,34162,0,Weekday
2023-11-29,Hyderabad,Clothing,68,73848,1,Weekday
2023-11-29,Hyderabad,Groceries,62,6138,0,Weekday
2023-11-29,Hyderabad,Furniture,15,84135,0,Weekday
2023-11-29,Hyderabad,Cosmetics,31,20274,0,Weekday
2023-11-30,Kolkata,Electronics,34,29886,0,Weekday
2023-11-30,Kolkata,Clothing,54,17442,1,Weekday
2023-11-30,Kolkata,Groceries,80,11440,0,Weekday
2023-11-30,Kolkata,Furniture,11,53471,0,Weekday
2023-11-30,Kolkata,Cosmetics,36,9612,1,Weekday
2023-11-30,Delhi,Electronics,26,44590,1,Weekday
2023-11-30,Delhi,Clothing,44,51964,0,Weekday
2023-11-30,Delhi,Groceries,86,15910,0,Weekday
2023-11-30,Delhi,Furniture,17,46478,1,Weekday
2023-11-30,Delhi,Cosmetics,28,9352,1,Weekday
2023-11-30,Mumbai,Electronics,24,27720,0,Weekday
2023-11-30,Mumbai,Clothing,49,26999,0,Weekday
2023-11-30,Mumbai,Groceries,101,16362,0,Weekday
2023-11-30,Mumbai,Furniture,9,17451,0,Weekday
2023-11-30,Mumbai,Cosmetics,27,10314,0,Weekday
2023-11-30,Bangalore,Electronics,21,46305,0,Weekday
2023-11-30,Bangalore,Clothing,38,44878,0,Weekday
2023-11-30,Bangalore,Groceries,80,4320,0,Weekday
2023-11-30,Bangalore,Furniture,12,28176,0,Weekday
2023-11-30,Bangalore,Cosmetics,21,13356,0,Weekday
2023-11-30,Hyderabad,Electronics,32,38720,1,Weekday
2023-11-30,Hyderabad,Clothing,46,50784,1,Weekday
2023-11-30,Hyderabad,Groceries,94,9306,0,Weekday
2023-11-30,Hyderabad,Furniture,11,44913,0,Weekday
2023-11-30,Hyderabad,Cosmetics,22,13882,0,Weekday
2023-12-01,Kolkata,Electronics,28,53816,1,Weekday
2023-12-01,Kolkata,Clothing,46,55108,1,Weekday
2023-12-01,Kolkata,Groceries,95,13870,1,Weekday
2023-12-01,Kolkata,Furniture,17,88519,1,Weekday
2023-12-01,Kolkata,Cosmetics,37,23569,1,Weekday
2023-12-01,Delhi,Electronics,24,25272,1,Weekday
2023-12-01,Delhi,Clothing,32,13056,0,Weekday
2023-12-01,Delhi,Groceries,81,7776,0,Weekday
2023-12-01,Delhi,Furniture,11,37455,0,Weekday
2023-12-01,Delhi,Cosmetics,30,7950,0,Weekday
2023-12-01,Mumbai,Electronics,23,36363,0,Weekday
2023-12-01,Mumbai,Clothing,39,46761,0,Weekday
2023-12-01,Mumbai,Groceries,68,4692,0,Weekday
2023-12-01,Mumbai,Furniture,17,79016,1,Weekday
2023-12-01,Mumbai,Cosmetics,32,8672,0,Weekday
2023-12-01,Bangalore,Electronics,23,25139,0,Weekday
2023-12-01,Bangalore,Clothing,57,17955,1,Weekday
2023-12-01,Bangalore,Groceries,57,6384,0,Weekday
2023-12-01,Bangalore,Furniture,11,23364,0,Weekday
2023-12-01,Bangalore,Cosmetics,34,12410,0,Weekday
2023-12-01,Hyderabad,Electronics,25,32050,0,Weekday
2023-12-01,Hyderabad,Clothing,68,30056,1,Weekday
2023-12-01,Hyderabad,Groceries,82,13366,0,Weekday
2023-12-01,Hyderabad,Furniture,12,27180,1,Weekday
2023-12-01,Hyderabad,Cosmetics,18,2988,1,Weekday
2023-12-02,Kolkata,Electronics,19,42313,0,Weekend
2023-12-02,Kolkata,Clothing,42,25494,0,Weekend
2023-12-02,Kolkata,Groceries,92,13340,1,Weekend
2023-12-02,Kolkata,Furniture,12,69024,0,Weekend
2023-12-02,Kolkata,Cosmetics,36,20340,0,Weekend
2023-12-02,Delhi,Electronics,27,36180,1,Weekend
2023-12-02,Delhi,Clothing,47,20257,1,Weekend
2023-12-02,Delhi,Groceries,61,10797,0,Weekend
2023-12-02,Delhi,Furniture,11,60456,0,Weekend
2023-12-02,Delhi,Cosmetics,25,12475,0,Weekend
2023-12-02,Mumbai,Electronics,18,26946,0,Weekend
2023-12-02,Mumbai,Clothing,53,43778,0,Weekend
2023-12-02,Mumbai,Groceries,92,9016,1,Weekend
2023-12-02,Mumbai,Furniture,20,90640,1,Weekend
2023-12-02,Mumbai,Cosmetics,29,14413,1,Weekend
2023-12-02,Bangalore,Electronics,15,12825,0,Weekend
2023-12-02,Bangalore,Clothing,56,16968,1,Weekend
2023-12-02,Bangalore,Groceries,57,5529,0,Weekend
2023-12-02,Bangalore,Furniture,13,28067,0,Weekend
2023-12-02,Bangalore,Cosmetics,32,12864,0,Weekend
2023-12-02,Hyderabad,Electronics,23,51934,0,Weekend
2023-12-02,Hyderabad,Clothing,49,16268,1,Weekend
2023-12-02,Hyderabad,Groceries,83,10292,1,Weekend
2023-12-02,Hyderabad,Furniture,10,25010,0,Weekend
2023-12-02,Hyderabad,Cosmetics,35,9310,0,Weekend
2023-12-03,Kolkata,Electronics,27,59913,0,Weekend
2023-12-03,Kolkata,Clothing,38,40508,1,Weekend
2023-12-03,Kolkata,Groceries,73,14089,0,Weekend
2023-12-03,Kolkata,Furniture,15,40050,1,Weekend
2023-12-03,Kolkata,Cosmetics,35,25970,1,Weekend
2023-12-03,Delhi,Electronics,24,38448,0,Weekend
2023-12-03,Delhi,Clothing,41,26896,1,Weekend
2023-12-03,Delhi,Groceries,54,4914,0,Weekend
2023-12-03,Delhi,Furniture,15,49005,1,Weekend
2023-12-03,Delhi,Cosmetics,35,26110,0,Weekend
2023-12-03,Mumbai,Electronics,23,37398,1,Weekend
2023-12-03,Mumbai,Clothing,52,18616,1,Weekend
2023-12-03,Mumbai,Groceries,62,9796,0,Weekend
2023-12-03,Mumbai,Furniture,13,36283,0,Weekend
2023-12-03,Mumbai,Cosmetics,34,25194,0,Weekend
2023-12-03,Bangalore,Electronics,26,52364,1,Weekend
2023-12-03,Bangalore,Clothing,41,16933,0,Weekend
2023-12-03,Bangalore,Groceries,73,14089,1,Weekend
2023-12-03,Bangalore,Furniture,16,38080,0,Weekend
2023-12-03,Bangalore,Cosmetics,24,10104,0,Weekend
2023-12-03,Hyderabad,Electronics,29,47734,0,Weekend
2023-12-03,Hyderabad,Clothing,37,20054,0,Weekend
2023-12-03,Hyderabad,Groceries,84,8904,1,Weekend
2023-12-03,Hyderabad,Furniture,12,32844,1,Weekend
2023-12-03,Hyderabad,Cosmetics,29,5655,0,Weekend
2023-12-04,Kolkata,Electronics,25,50900,0,Weekday
2023-12-04,Kolkata,Clothing,43,33153,0,Weekday
2023-12-04,Kolkata,Groceries,61,7625,0,Weekday
2023-12-04,Kolkata,Furniture,13,23192,0,Weekday
2023-12-04,Kolkata,Cosmetics,36,25092,1,Weekday
2023-12-04,Delhi,Electronics,23,27347,0,Weekday
2023-12-04,Delhi,Clothing,46,23368,0,Weekday
2023-12-04,Delhi,Groceries,54,3186,0,Weekday
2023-12-04,Delhi,Furniture,9,49437,0,Weekday
2023-12-04,Delhi,Cosmetics,25,17750,1,Weekday
2023-12-04,Mumbai,Electronics,35,44870,1,Weekday
2023-12-04,Mumbai,Clothing,41,17876,0,Weekday
2023-12-04,Mumbai,Groceries,53,3763,0,Weekday
2023-12-04,Mumbai,Furniture,12,26532,1,Weekday
2023-12-04,Mumbai,Cosmetics,29,14616,0,Weekday
2023-12-04,Bangalore,Electronics,27,33966,0,Weekday
2023-12-04,Bangalore,Clothing,45,27855,0,Weekday
